schema_version,score_evidence_id,program_id,institution_id,institution_name,component,component_score,max_score,rubric_anchor,rubric_anchor_description,supporting_evidence_ids,evidence_completeness,score_confidence,uncertainty_or_conflict,reviewer_or_generating_process,verification_status,calculated_at
2.0,scoreev:d6cfb56a19baa110,ca:dli:O19376023352:program:thesis-or-research-master-s:msc-in-computing-research-pattern,ca:dli:O19376023352,Queen’s University,application_economics,0,5,high_or_unverified_cost,"Fee exceeds 100, a broad waiver is unavailable, or the applicable fee is unverified.",stage3src:31eb29f060b2ca7fd5d1|stage3src:34474f8e558e05c696b6|stage3src:18d409e0e482fe7a3f27|stage3src:3e2dbf33c6cc443140b0,partial,low,Fee is high or the applicable Fall 2027 amount/waiver remains unverified.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:521ddf534d936917,ca:dli:O18886830282:program:thesis-or-research-master-s:msc-in-computer-science-thesis,ca:dli:O18886830282,University of Calgary,professor_alignment,0,30,no_verified_strong,No candidate clears every professor-evidence gate.,stage4src:82f13976c76dadc5|stage4src:9ca4c1ea583da10a|stage4src:b6ccdd0ca4b6b41a|stage4src:2817da29a28e5e00|stage4src:0e6da382987c3cfe|stage4src:dd1a4b45dfd1a5a2,partial,low,No candidate clears every Stage 4 professor evidence gate.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:8b862075890c34bb,ca:dli:O18886830282:program:thesis-or-research-master-s:msc-in-computer-science-thesis,ca:dli:O18886830282,University of Calgary,department_program_depth,0,15,none,No distinct verified strong match.,stage4src:82f13976c76dadc5|stage4src:9ca4c1ea583da10a|stage4src:b6ccdd0ca4b6b41a|stage4src:2817da29a28e5e00|stage4src:0e6da382987c3cfe|stage4src:dd1a4b45dfd1a5a2,complete,high,No verified department depth.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:91ac5d7bf45d9e1b,ca:dli:O18886830282:program:thesis-or-research-master-s:msc-in-computer-science-thesis,ca:dli:O18886830282,University of Calgary,funding_net_viability,20,25,verified_support_with_cost_gaps,"Direct funding hard gate passes, but fees, health, summer, duration, or net amount retains a material gap.",stage3src:1d23d631f72ab6305c20,partial,medium,"One or more duration, tuition, fee, health, summer, or net-cost terms remain unresolved.",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:e6f3115e8d600794,ca:dli:O18886830282:program:thesis-or-research-master-s:msc-in-computer-science-thesis,ca:dli:O18886830282,University of Calgary,eligibility_credential_alignment,15,15,verified_alignment,Formal eligibility is verified and no material credential-equivalency question is recorded.,stage3src:ff34e2dc614053b907fe|stage3src:1d23d631f72ab6305c20,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:717001b5fd1ce42e,ca:dli:O18886830282:program:thesis-or-research-master-s:msc-in-computer-science-thesis,ca:dli:O18886830282,University of Calgary,degree_admissions_alignment,5,10,compatible_but_supervisor_or_entry_question,"The research structure is compatible, but direct entry or supervisor-gated admission remains material.",stage3src:ff34e2dc614053b907fe|stage3src:1d23d631f72ab6305c20,partial,medium,"Confirm net annual amount after all tuition, mandatory fees and health insurance",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:360723e07174bd85,ca:dli:O18886830282:program:thesis-or-research-master-s:msc-in-computer-science-thesis,ca:dli:O18886830282,University of Calgary,application_economics,0,5,high_or_unverified_cost,"Fee exceeds 100, a broad waiver is unavailable, or the applicable fee is unverified.",stage3src:1d23d631f72ab6305c20|stage3src:ff34e2dc614053b907fe,partial,low,Fee is high or the applicable Fall 2027 amount/waiver remains unverified.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:c0be2932db3c808f,ca:dli:O19305471522:program:thesis-or-research-master-s:mmath-in-computer-science-thesis,ca:dli:O19305471522,University of Waterloo,professor_alignment,0,30,no_verified_strong,No candidate clears every professor-evidence gate.,stage4src:b28a477c19c2b49a|stage4src:b59a83259fb16534|stage4src:921b127ba309c2d9|stage4src:05b89074ccb9eb0c,partial,low,No candidate clears every Stage 4 professor evidence gate.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:f383d33fe83308e9,ca:dli:O19305471522:program:thesis-or-research-master-s:mmath-in-computer-science-thesis,ca:dli:O19305471522,University of Waterloo,department_program_depth,0,15,none,No distinct verified strong match.,stage4src:b28a477c19c2b49a|stage4src:b59a83259fb16534|stage4src:921b127ba309c2d9|stage4src:05b89074ccb9eb0c,complete,high,No verified department depth.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:a2236d6d5a03f064,ca:dli:O19305471522:program:thesis-or-research-master-s:mmath-in-computer-science-thesis,ca:dli:O19305471522,University of Waterloo,funding_net_viability,20,25,verified_support_with_cost_gaps,"Direct funding hard gate passes, but fees, health, summer, duration, or net amount retains a material gap.",stage3src:ca85b85eedd3317988af,partial,medium,"One or more duration, tuition, fee, health, summer, or net-cost terms remain unresolved.",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:70548a9d8fbf0fd3,ca:dli:O19305471522:program:thesis-or-research-master-s:mmath-in-computer-science-thesis,ca:dli:O19305471522,University of Waterloo,eligibility_credential_alignment,10,15,verified_with_material_question,"The route appears formally available, but GPA interpretation, credential equivalency, prerequisites, or direct-entry treatment needs confirmation.",stage3src:12ea7ecfced5133b69c0|stage3src:ca85b85eedd3317988af|stage3src:776c4f843b079e996c5a,partial,medium,Ask graduate admissions how the applicant's US transcript is converted and confirm Fall 2027 net funding,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:d5e69055dba7ed35,ca:dli:O19305471522:program:thesis-or-research-master-s:mmath-in-computer-science-thesis,ca:dli:O19305471522,University of Waterloo,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:12ea7ecfced5133b69c0|stage3src:ca85b85eedd3317988af|stage3src:776c4f843b079e996c5a,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:ef7573b87b0f65c4,ca:dli:O19305471522:program:thesis-or-research-master-s:mmath-in-computer-science-thesis,ca:dli:O19305471522,University of Waterloo,application_economics,0,5,high_or_unverified_cost,"Fee exceeds 100, a broad waiver is unavailable, or the applicable fee is unverified.",stage3src:12ea7ecfced5133b69c0|stage3src:ca85b85eedd3317988af|stage3src:776c4f843b079e996c5a,partial,low,Fee is high or the applicable Fall 2027 amount/waiver remains unverified.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:2e45be53cd2dc3c3,ca:dli:O19330231062:program:integrated-or-structured-doctorate:phd-track-via-msc,ca:dli:O19330231062,University of British Columbia,professor_alignment,0,30,no_verified_strong,No candidate clears every professor-evidence gate.,stage4src:3e3f85440ddb6541|stage4src:e9a8597f4999bf55|stage4src:5f1ff8b1d30321a8,partial,low,No candidate clears every Stage 4 professor evidence gate.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:8f2ab275f435a240,ca:dli:O19330231062:program:integrated-or-structured-doctorate:phd-track-via-msc,ca:dli:O19330231062,University of British Columbia,department_program_depth,0,15,none,No distinct verified strong match.,stage4src:3e3f85440ddb6541|stage4src:e9a8597f4999bf55|stage4src:5f1ff8b1d30321a8,complete,high,No verified department depth.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:a6286f814e51df25,ca:dli:O19330231062:program:integrated-or-structured-doctorate:phd-track-via-msc,ca:dli:O19330231062,University of British Columbia,funding_net_viability,20,25,verified_support_with_cost_gaps,"Direct funding hard gate passes, but fees, health, summer, duration, or net amount retains a material gap.",stage3src:9c44882e6c216372d0d4|stage3src:a3bc5e7b415ec5a86780,partial,medium,"One or more duration, tuition, fee, health, summer, or net-cost terms remain unresolved.",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:7d63b1b6deb8208e,ca:dli:O19330231062:program:integrated-or-structured-doctorate:phd-track-via-msc,ca:dli:O19330231062,University of British Columbia,eligibility_credential_alignment,10,15,verified_with_material_question,"The route appears formally available, but GPA interpretation, credential equivalency, prerequisites, or direct-entry treatment needs confirmation.",stage3src:fe2c0ccca3f8804afaa8|stage3src:9c44882e6c216372d0d4|stage3src:a3bc5e7b415ec5a86780,partial,medium,Whether the applicant should signal PhD Track interest and how selection occurs for Fall 2027,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:3437e5b7f77b29c2,ca:dli:O19330231062:program:integrated-or-structured-doctorate:phd-track-via-msc,ca:dli:O19330231062,University of British Columbia,degree_admissions_alignment,5,10,compatible_but_supervisor_or_entry_question,"The research structure is compatible, but direct entry or supervisor-gated admission remains material.",stage3src:fe2c0ccca3f8804afaa8|stage3src:9c44882e6c216372d0d4|stage3src:a3bc5e7b415ec5a86780,partial,medium,Whether the applicant should signal PhD Track interest and how selection occurs for Fall 2027,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:eb4dfe9a0d687f4a,ca:dli:O19330231062:program:integrated-or-structured-doctorate:phd-track-via-msc,ca:dli:O19330231062,University of British Columbia,application_economics,3,5,moderate_fee_or_possible_waiver,Fee is at most 100 in the stated currency or a plausible but non-guaranteed waiver path exists.,stage3src:fe2c0ccca3f8804afaa8|stage3src:9c44882e6c216372d0d4|stage3src:a3bc5e7b415ec5a86780,partial,medium,Applicable waiver or final Fall 2027 cost is not guaranteed.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:01573775c3b7bfd1,ror:05a28rw58:program:direct-entry-phd:direct-doctorate-in-computer-science,ror:05a28rw58,ETH Zurich,professor_alignment,0,30,no_verified_strong,No candidate clears every professor-evidence gate.,stage4src:ff521d063eeb7f76|stage4src:4ab40950b4363521|stage4src:2ca74f7bb426ddc1,partial,low,No candidate clears every Stage 4 professor evidence gate.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:60d977b18a30b75e,ror:05a28rw58:program:direct-entry-phd:direct-doctorate-in-computer-science,ror:05a28rw58,ETH Zurich,department_program_depth,0,15,none,No distinct verified strong match.,stage4src:ff521d063eeb7f76|stage4src:4ab40950b4363521|stage4src:2ca74f7bb426ddc1,complete,high,No verified department depth.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:065ec63ea8b977eb,ror:05a28rw58:program:direct-entry-phd:direct-doctorate-in-computer-science,ror:05a28rw58,ETH Zurich,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:40b8193d585b15370a3a,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:51ef68c8c415f476,ror:05a28rw58:program:direct-entry-phd:direct-doctorate-in-computer-science,ror:05a28rw58,ETH Zurich,eligibility_credential_alignment,15,15,verified_alignment,Formal eligibility is verified and no material credential-equivalency question is recorded.,stage3src:40b8193d585b15370a3a|stage3src:715928769d6db1b9b670|stage3src:784bb469913e23300e6b,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:5586386b010e2bdf,ror:05a28rw58:program:direct-entry-phd:direct-doctorate-in-computer-science,ror:05a28rw58,ETH Zurich,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:40b8193d585b15370a3a|stage3src:715928769d6db1b9b670|stage3src:784bb469913e23300e6b,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:dc45fc3037060430,ror:05a28rw58:program:direct-entry-phd:direct-doctorate-in-computer-science,ror:05a28rw58,ETH Zurich,application_economics,0,5,high_or_unverified_cost,"Fee exceeds 100, a broad waiver is unavailable, or the applicable fee is unverified.",stage3src:715928769d6db1b9b670|stage3src:784bb469913e23300e6b|stage3src:40b8193d585b15370a3a,partial,low,Fee is high or the applicable Fall 2027 amount/waiver remains unverified.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:66593b1197ca8fd2,us:ipeds:234076:program:phd:computer-science-phd,us:ipeds:234076,University of Virginia-Main Campus,professor_alignment,0,30,no_verified_strong,No candidate clears every professor-evidence gate.,stage4src:600b1708f0c2dd61|stage4src:a4ef0eca86ff0b6a|stage4src:62ae4a12eef2b629|stage4src:33598bb1753fcb54,partial,low,No candidate clears every Stage 4 professor evidence gate.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:d9919ef514619ce9,us:ipeds:234076:program:phd:computer-science-phd,us:ipeds:234076,University of Virginia-Main Campus,department_program_depth,0,15,none,No distinct verified strong match.,stage4src:600b1708f0c2dd61|stage4src:a4ef0eca86ff0b6a|stage4src:62ae4a12eef2b629|stage4src:33598bb1753fcb54,complete,high,No verified department depth.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:6ac1db67c094ba95,us:ipeds:234076:program:phd:computer-science-phd,us:ipeds:234076,University of Virginia-Main Campus,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:025e73fb61fc6ad47937,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:b52d7ceca344c9d6,us:ipeds:234076:program:phd:computer-science-phd,us:ipeds:234076,University of Virginia-Main Campus,eligibility_credential_alignment,10,15,verified_with_material_question,"The route appears formally available, but GPA interpretation, credential equivalency, prerequisites, or direct-entry treatment needs confirmation.",stage3src:025e73fb61fc6ad47937|stage3src:7d041d6901d31342bf18,partial,medium,Will the individual offer guarantee support beyond the first year and specify summer coverage?,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:14689fd12fe5db67,us:ipeds:234076:program:phd:computer-science-phd,us:ipeds:234076,University of Virginia-Main Campus,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:025e73fb61fc6ad47937|stage3src:7d041d6901d31342bf18,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:3196c9b683355135,us:ipeds:234076:program:phd:computer-science-phd,us:ipeds:234076,University of Virginia-Main Campus,application_economics,5,5,no_fee_or_verified_waiver,No application fee or a clearly applicable waiver is verified.,stage3src:025e73fb61fc6ad47937|stage3src:7d041d6901d31342bf18,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:2a2879e4c5a824d0,ca:dli:O19305471522:program:direct-entry-phd:phd-in-computer-science-direct-from-bachelor-s-exception,ca:dli:O19305471522,University of Waterloo,professor_alignment,0,30,no_verified_strong,No candidate clears every professor-evidence gate.,stage4src:1ceede9aeaba0c0d|stage4src:be777a4dedfa94d4|stage4src:0abf094fe27b5e19,partial,low,No candidate clears every Stage 4 professor evidence gate.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:c8874384f88cdadd,ca:dli:O19305471522:program:direct-entry-phd:phd-in-computer-science-direct-from-bachelor-s-exception,ca:dli:O19305471522,University of Waterloo,department_program_depth,0,15,none,No distinct verified strong match.,stage4src:1ceede9aeaba0c0d|stage4src:be777a4dedfa94d4|stage4src:0abf094fe27b5e19,complete,high,No verified department depth.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:877ef1d659709061,ca:dli:O19305471522:program:direct-entry-phd:phd-in-computer-science-direct-from-bachelor-s-exception,ca:dli:O19305471522,University of Waterloo,funding_net_viability,20,25,verified_support_with_cost_gaps,"Direct funding hard gate passes, but fees, health, summer, duration, or net amount retains a material gap.",stage3src:1959a7d5617ee20176df,partial,medium,"One or more duration, tuition, fee, health, summer, or net-cost terms remain unresolved.",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:baf59131189b9f59,ca:dli:O19305471522:program:direct-entry-phd:phd-in-computer-science-direct-from-bachelor-s-exception,ca:dli:O19305471522,University of Waterloo,eligibility_credential_alignment,10,15,verified_with_material_question,"The route appears formally available, but GPA interpretation, credential equivalency, prerequisites, or direct-entry treatment needs confirmation.",stage3src:ed53e595d1aa3667f920|stage3src:1959a7d5617ee20176df,partial,medium,Would the department encourage PhD direct entry or the MMath route for this profile?,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:576527cd5fb97240,ca:dli:O19305471522:program:direct-entry-phd:phd-in-computer-science-direct-from-bachelor-s-exception,ca:dli:O19305471522,University of Waterloo,degree_admissions_alignment,5,10,compatible_but_supervisor_or_entry_question,"The research structure is compatible, but direct entry or supervisor-gated admission remains material.",stage3src:ed53e595d1aa3667f920|stage3src:1959a7d5617ee20176df,partial,medium,Would the department encourage PhD direct entry or the MMath route for this profile?,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:853ecbde153b458c,ca:dli:O19305471522:program:direct-entry-phd:phd-in-computer-science-direct-from-bachelor-s-exception,ca:dli:O19305471522,University of Waterloo,application_economics,0,5,high_or_unverified_cost,"Fee exceeds 100, a broad waiver is unavailable, or the applicable fee is unverified.",stage3src:ed53e595d1aa3667f920|stage3src:1959a7d5617ee20176df,partial,low,Fee is high or the applicable Fall 2027 amount/waiver remains unverified.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:174805f2751b8273,ca:dli:O19359011007:program:thesis-or-research-master-s:master-of-computer-science-thesis,ca:dli:O19359011007,Concordia University,professor_alignment,0,30,no_verified_strong,No candidate clears every professor-evidence gate.,stage4src:3bbb5d4150cc6b49|stage4src:2248373d3250e346|stage4src:7ddea2129b1a0b78|stage4src:66296e985f8eb65e|stage4src:37735fa1f962bf8b|stage4src:df801feebe891dca,partial,low,No candidate clears every Stage 4 professor evidence gate.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:d220da5c6eaf2a9b,ca:dli:O19359011007:program:thesis-or-research-master-s:master-of-computer-science-thesis,ca:dli:O19359011007,Concordia University,department_program_depth,0,15,none,No distinct verified strong match.,stage4src:3bbb5d4150cc6b49|stage4src:2248373d3250e346|stage4src:7ddea2129b1a0b78|stage4src:66296e985f8eb65e|stage4src:37735fa1f962bf8b|stage4src:df801feebe891dca,complete,high,No verified department depth.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:1ebd3032a04ac6ab,ca:dli:O19359011007:program:thesis-or-research-master-s:master-of-computer-science-thesis,ca:dli:O19359011007,Concordia University,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:daae65a66236447714aa,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:90b205aa7ab68863,ca:dli:O19359011007:program:thesis-or-research-master-s:master-of-computer-science-thesis,ca:dli:O19359011007,Concordia University,eligibility_credential_alignment,10,15,verified_with_material_question,"The route appears formally available, but GPA interpretation, credential equivalency, prerequisites, or direct-entry treatment needs confirmation.",stage3src:daae65a66236447714aa|stage3src:add448b68ed055cb7d0b|stage3src:941b996d861503182c1a,partial,medium,Can a potential supervisor/department confirm a two-year net funding floor for an international MCompSc?,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:9487c17f39fdc8f4,ca:dli:O19359011007:program:thesis-or-research-master-s:master-of-computer-science-thesis,ca:dli:O19359011007,Concordia University,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:daae65a66236447714aa|stage3src:add448b68ed055cb7d0b|stage3src:941b996d861503182c1a,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:47f2fa1e45ce0307,ca:dli:O19359011007:program:thesis-or-research-master-s:master-of-computer-science-thesis,ca:dli:O19359011007,Concordia University,application_economics,3,5,moderate_fee_or_possible_waiver,Fee is at most 100 in the stated currency or a plausible but non-guaranteed waiver path exists.,stage3src:daae65a66236447714aa|stage3src:add448b68ed055cb7d0b|stage3src:941b996d861503182c1a,partial,medium,Applicable waiver or final Fall 2027 cost is not guaranteed.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:754905dc4272a499,ca:dli:O19359011033:program:thesis-or-research-master-s:msc-in-computer-science-thesis,ca:dli:O19359011033,McGill University,professor_alignment,0,30,no_verified_strong,No candidate clears every professor-evidence gate.,stage4src:35fc765917eb18be|stage4src:0d9e53e9bdbdc521|stage4src:1faae7c6ed4fcce0|stage4src:f8d1f52aa7af1432|stage4src:40a46965ebc69827,partial,low,No candidate clears every Stage 4 professor evidence gate.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:ae5037c125fdeca0,ca:dli:O19359011033:program:thesis-or-research-master-s:msc-in-computer-science-thesis,ca:dli:O19359011033,McGill University,department_program_depth,0,15,none,No distinct verified strong match.,stage4src:35fc765917eb18be|stage4src:0d9e53e9bdbdc521|stage4src:1faae7c6ed4fcce0|stage4src:f8d1f52aa7af1432|stage4src:40a46965ebc69827,complete,high,No verified department depth.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:3afe3691f33d757c,ca:dli:O19359011033:program:thesis-or-research-master-s:msc-in-computer-science-thesis,ca:dli:O19359011033,McGill University,funding_net_viability,10,25,documented_but_not_gate_credible,"Official funding evidence exists, but support is selected, typical, conditional without a program-wide commitment, or otherwise insufficient for the hard gate.",stage3src:2032a71aba6eecffe8b2,partial,low,Official funding evidence exists but does not prove a credible program-wide package or full scholarship.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:6b9608d9d5acb266,ca:dli:O19359011033:program:thesis-or-research-master-s:msc-in-computer-science-thesis,ca:dli:O19359011033,McGill University,eligibility_credential_alignment,10,15,verified_with_material_question,"The route appears formally available, but GPA interpretation, credential equivalency, prerequisites, or direct-entry treatment needs confirmation.",stage3src:6db2c44b189db1995c92|stage3src:6c1f44fe44317e58ec0b|stage3src:2032a71aba6eecffe8b2|stage3src:61a33eb4fe9cff341378,partial,medium,Will an international thesis MSc offer guarantee a net amount after tuition for the full expected duration?,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:5195b27d9f8f77b8,ca:dli:O19359011033:program:thesis-or-research-master-s:msc-in-computer-science-thesis,ca:dli:O19359011033,McGill University,degree_admissions_alignment,10,10,verified_compatible_route,Exact research route and degree structure are compatible with the applicant's current degree.,stage3src:6db2c44b189db1995c92|stage3src:6c1f44fe44317e58ec0b|stage3src:2032a71aba6eecffe8b2|stage3src:61a33eb4fe9cff341378,complete,high,,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:d356a10ec481406a,ca:dli:O19359011033:program:thesis-or-research-master-s:msc-in-computer-science-thesis,ca:dli:O19359011033,McGill University,application_economics,0,5,high_or_unverified_cost,"Fee exceeds 100, a broad waiver is unavailable, or the applicable fee is unverified.",stage3src:6db2c44b189db1995c92|stage3src:6c1f44fe44317e58ec0b|stage3src:61a33eb4fe9cff341378|stage3src:2032a71aba6eecffe8b2,partial,low,Fee is high or the applicable Fall 2027 amount/waiver remains unverified.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:ff6eac3baf6c71af,ca:dli:O18886830282:program:direct-entry-phd:phd-in-computer-science-without-completed-msc,ca:dli:O18886830282,University of Calgary,professor_alignment,0,30,no_verified_strong,No candidate clears every professor-evidence gate.,stage4src:3ac0872b185d29fd|stage4src:2301d1bab86f03a6|stage4src:0157ce84b18e9fe0|stage4src:da9e0f1a35c4b388|stage4src:af099e591418f696|stage4src:9f42d47d9cae6e82|stage4src:548cfee0c49fb21f,partial,low,No candidate clears every Stage 4 professor evidence gate.,graduate_audit.evidence_scoring:v1,partial_evidence_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:9e8995dadd75ace0,ca:dli:O18886830282:program:direct-entry-phd:phd-in-computer-science-without-completed-msc,ca:dli:O18886830282,University of Calgary,department_program_depth,0,15,none,No distinct verified strong match.,stage4src:3ac0872b185d29fd|stage4src:2301d1bab86f03a6|stage4src:0157ce84b18e9fe0|stage4src:da9e0f1a35c4b388|stage4src:af099e591418f696|stage4src:9f42d47d9cae6e82|stage4src:548cfee0c49fb21f,complete,high,No verified department depth.,graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:c9e26a884b0f1369,ca:dli:O18886830282:program:direct-entry-phd:phd-in-computer-science-without-completed-msc,ca:dli:O18886830282,University of Calgary,funding_net_viability,20,25,verified_support_with_cost_gaps,"Direct funding hard gate passes, but fees, health, summer, duration, or net amount retains a material gap.",stage3src:0d939edeb211491d624c,partial,medium,"One or more duration, tuition, fee, health, summer, or net-cost terms remain unresolved.",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
2.0,scoreev:f049c27570f5ae07,ca:dli:O18886830282:program:direct-entry-phd:phd-in-computer-science-without-completed-msc,ca:dli:O18886830282,University of Calgary,eligibility_credential_alignment,5,15,resolvable_eligibility_question,A material formal-eligibility question remains unresolved.,stage3src:fee57cfe370b383a504f|stage3src:0d939edeb211491d624c,partial,low,"Will Calgary admit an external bachelor's holder directly, cover year five, and state the net amount after tuition and fees?",graduate_audit.evidence_scoring:v1,verified_calculation,2026-09-11T01:42:01.638946+00:00
